Ticker,Name,OtherName,Sector,Industry
PCH,PotlatchDeltic Corporation,PotlatchDeltic,Real Estate,REIT - Specialty
PENN,"PENN Entertainment, Inc.",Penn National Gaming,Consumer Cyclical,Resorts & Casinos
NARI,"Inari Medical, Inc.",Inari Medical,Healthcare,Medical Devices
SEB,Seaboard Corporation,Seaboard,Industrials,Conglomerates
BL,"BlackLine, Inc.",BlackLine,Technology,Software - Application
ACVA,ACV Auctions Inc.,ACV Auctions,Consumer Cyclical,Auto & Truck Dealerships
FLNC,"Fluence Energy, Inc.",Fluence Energy,Utilities,Utilities - Renewable
SGRY,"Surgery Partners, Inc.",Surgery Partners,Healthcare,Medical Care Facilities
CEIX,CONSOL Energy Inc.,CONSOL Energy,Energy,Thermal Coal
ARCH,"Arch Resources, Inc.",Arch Resources,Basic Materials,Coking Coal
VC,Visteon Corporation,Visteon,Consumer Cyclical,Auto Parts
FULT,Fulton Financial Corporation,Fulton Financial,Financial Services,Banks - Regional
ALKT,"Alkami Technology, Inc.",Alkami Technology,Technology,Software - Application
FOLD,"Amicus Therapeutics, Inc.",Amicus Therapeutics,Healthcare,Biotechnology
LRN,"Stride, Inc.",Stride (K12 Education),Consumer Defensive,Education & Training Services
GDRX,"GoodRx Holdings, Inc.",GoodRx,Healthcare,Health Information Services
UCBI,"United Community Banks, Inc.",United Community Bank,Financial Services,Banks - Regional
TGTX,"TG Therapeutics, Inc.",TG Therapeutics,Healthcare,Biotechnology
BTU,Peabody Energy Corporation,Peabody Energy,Energy,Thermal Coal
DOOR,Masonite International Corporation,Masonite,Industrials,Building Products & Equipment
MCY,Mercury General Corporation,Mercury General,Financial Services,Insurance - Property & Casualty
AUB,Atlantic Union Bankshares Corporation,Atlantic Union Bankshares,Financial Services,Banks - Regional
WDFC,WD-40 Company,WD-40 Company,Basic Materials,Specialty Chemicals
ACLX,"Arcellx, Inc.",Arcellx,Healthcare,Biotechnology
INSW,"International Seaways, Inc.",International Seaways,Energy,Oil & Gas Midstream
VAC,Marriott Vacations Worldwide Corporation,Marriott Vacations Worldwide,Consumer Cyclical,Resorts & Casinos
ICUI,"ICU Medical, Inc.",ICU Medical,Healthcare,Medical Instruments & Supplies
JBT,John Bean Technologies Corporation,John Bean Technologies,Industrials,Specialty Industrial Machinery
CDP,COPT Defense Properties,COPT Defense Properties,Real Estate,REIT - Office
MWA,"Mueller Water Products, Inc.",Mueller Water Products,Industrials,Specialty Industrial Machinery
SKT,Tanger Inc.,Tanger Factory Outlet Centers,Real Estate,REIT - Retail
ROAD,"Construction Partners, Inc.",Construction Partners,Industrials,Engineering & Construction
FIBK,"First Interstate BancSystem, Inc.",First Interstate BancSystem,Financial Services,Banks - Regional
CWT,California Water Service Group,California Water Service Group,Utilities,Utilities - Regulated Water
AGYS,"Agilysys, Inc.",Agilysys,Technology,Software - Application
IESC,"IES Holdings, Inc.",IES Holdings,Industrials,Engineering & Construction
TWST,Twist Bioscience Corporation,Twist Bioscience,Healthcare,Diagnostics & Research
BANF,BancFirst Corporation,BancFirst,Financial Services,Banks - Regional
NVST,Envista Holdings Corporation,Envista,Healthcare,Medical Instruments & Supplies
AZTA,"Azenta, Inc.",Azenta,Healthcare,Medical Instruments & Supplies
YOU,"Clear Secure, Inc.",CLEAR Secure,Technology,Software - Application
PLXS,Plexus Corp.,Plexus,Technology,Electronic Components
MQ,"Marqeta, Inc.",Marqeta,Technology,Software - Infrastructure
CURLF,"Curaleaf Holdings, Inc.",Curaleaf,Healthcare,Drug Manufacturers - Specialty & Generic
HIW,"Highwoods Properties, Inc.",Highwoods Properties,Real Estate,REIT - Office
APAM,Artisan Partners Asset Management Inc.,Artisan Partners,Financial Services,Asset Management
UP,Wheels Up Experience Inc.,Wheels Up,Industrials,Airports & Air Services
RIOT,"Riot Platforms, Inc.",Riot Blockchain,Financial Services,Capital Markets
ABR,"Arbor Realty Trust, Inc.",Arbor Realty Trust,Real Estate,REIT - Mortgage
CVCO,"Cavco Industries, Inc.",Cavco Industries,Consumer Cyclical,Residential Construction
REZI,"Resideo Technologies, Inc.",Resideo Technologies,Industrials,Industrial Distribution
UA,"Under Armour, Inc.",Under Armour,Consumer Cyclical,Apparel Manufacturing
USAC,"USA Compression Partners, LP",USA Compression Partners,Energy,Oil & Gas Equipment & Services
GPOR,Gulfport Energy Corporation,Gulfport Energy,Energy,Oil & Gas E&P
WSFS,WSFS Financial Corporation,WSFS Financial,Financial Services,Banks - Regional
TCBI,"Texas Capital Bancshares, Inc.",Texas Capital Bancshares,Financial Services,Banks - Regional
BE,Bloom Energy Corporation,Bloom Energy,Industrials,Electrical Equipment & Parts
DORM,"Dorman Products, Inc.",Dorman Products,Consumer Cyclical,Auto Parts
GEF,"Greif, Inc.",Greif,Consumer Cyclical,Packaging & Containers
CCOI,"Cogent Communications Holdings, Inc.",Cogent Communications,Communication Services,Telecom Services
LXP,LXP Industrial Trust,LXP Industrial Trust,Real Estate,REIT - Industrial
FHI,"Federated Hermes, Inc.",Federated Hermes,Financial Services,Asset Management
GTII.CN,Green Thumb Industries Inc.,Green Thumb Industries,Healthcare,Drug Manufacturers - Specialty & Generic
NMIH,"NMI Holdings, Inc.",NMI Holdings,Financial Services,Insurance - Specialty
SWTX,"SpringWorks Therapeutics, Inc.",SpringWorks Therapeutics,Healthcare,Biotechnology
SLVM,Sylvamo Corporation,Sylvamo,Basic Materials,Paper & Paper Products
MODG,Topgolf Callaway Brands Corp.,Topgolf Callaway Brands,Consumer Cyclical,Leisure
ENVX,Enovix Corporation,Enovix,Industrials,Electrical Equipment & Parts
GVA,Granite Construction Incorporated,Granite Construction,Industrials,Engineering & Construction
NABL,"N-able, Inc.",N-Able,Technology,Information Technology Services
MGEE,"MGE Energy, Inc.",MGE Energy,Utilities,Utilities - Regulated Electric
PGNY,"Progyny, Inc.",Progyny,Healthcare,Health Information Services
HI,"Hillenbrand, Inc.",Hillenbrand,Industrials,Specialty Industrial Machinery
RUN,Sunrun Inc.,Sunrun,Technology,Solar
AWR,American States Water Company,American States Water,Utilities,Utilities - Regulated Water
VECO,Veeco Instruments Inc.,Veeco,Technology,Semiconductor Equipment & Materials
SIX,Six Flags Entertainment Corporation,Six Flags,Consumer Cyclical,Leisure
STRA,"Strategic Education, Inc.",Strategic Education,Consumer Defensive,Education & Training Services
GERN,Geron Corporation,Geron,Healthcare,Biotechnology
BHF,"Brighthouse Financial, Inc.",Brighthouse Financial,Financial Services,Insurance - Life
INTA,"Intapp, Inc.",Intapp,Technology,Software - Application
ACAD,ACADIA Pharmaceuticals Inc.,ACADIA Pharmaceuticals,Healthcare,Biotechnology
ESRT,"Empire State Realty Trust, Inc.",Empire State Realty Trust,Real Estate,REIT - Diversified
CNK,"Cinemark Holdings, Inc.",Cinemark Theatres,Communication Services,Entertainment
ADMA,"ADMA Biologics, Inc.",ADMA Biologics,Healthcare,Biotechnology
ESE,ESCO Technologies Inc.,ESCO Technologies,Technology,Scientific & Technical Instruments
HUBG,"Hub Group, Inc.",Hub Group,Industrials,Integrated Freight & Logistics
CXM,"Sprinklr, Inc.",Sprinklr,Technology,Software - Application
CATY,Cathay General Bancorp,Cathay General Bancorp,Financial Services,Banks - Regional
AVA,Avista Corporation,Avista,Utilities,Utilities - Diversified
FTDR,"Frontdoor, Inc.",Frontdoor,Consumer Cyclical,Personal Services
XPRO,Expro Group Holdings N.V.,Expro Group,Energy,Oil & Gas Equipment & Services
PRFT,"Perficient, Inc.",Perficient,Technology,Information Technology Services
FHB,"First Hawaiian, Inc.",First Hawaiian Bank,Financial Services,Banks - Regional
MTX,Minerals Technologies Inc.,Minerals Technologies,Basic Materials,Specialty Chemicals
DEI,"Douglas Emmett, Inc.",Douglas Emmett,Real Estate,REIT - Office
RPD,"Rapid7, Inc.",Rapid7,Technology,Software - Infrastructure
TNDM,"Tandem Diabetes Care, Inc.",Tandem Diabetes Care,Healthcare,Medical Devices
GNW,"Genworth Financial, Inc.",Genworth Financial,Financial Services,Insurance - Life
CARG,"CarGurus, Inc.",CarGurus,Consumer Cyclical,Auto & Truck Dealerships
HAYW,"Hayward Holdings, Inc.",Hayward,Industrials,Electrical Equipment & Parts
IDYA,"IDEAYA Biosciences, Inc.",IDEAYA Biosciences,Healthcare,Biotechnology
RYTM,"Rhythm Pharmaceuticals, Inc.",Rhythm Pharmaceuticals,Healthcare,Biotechnology
AIN,Albany International Corp.,Albany International,Consumer Cyclical,Textile Manufacturing
KOS,Kosmos Energy Ltd.,Kosmos Energy,Energy,Oil & Gas E&P
PRIM,Primoris Services Corporation,Primoris Services Corporation,Industrials,Engineering & Construction
RNG,"RingCentral, Inc.",RingCentral,Technology,Software - Application
AMK,"AssetMark Financial Holdings, Inc.",AssetMark,Financial Services,Asset Management
MGRC,McGrath RentCorp,McGrath RentCorp,Industrials,Rental & Leasing Services
ATGE,Adtalem Global Education Inc.,Adtalem Global Education,Consumer Defensive,Education & Training Services
CVI,"CVR Energy, Inc.",CVR Energy,Energy,Oil & Gas Refining & Marketing
TROX,Tronox Holdings plc,Tronox,Basic Materials,Chemicals
AVDX,"AvidXchange Holdings, Inc.",AvidXchange,Technology,Software - Infrastructure
QS,QuantumScape Corporation,QuantumScape,Consumer Cyclical,Auto Parts
KNTK,Kinetik Holdings Inc.,Kinetik,Energy,Oil & Gas Midstream
AIR,AAR Corp.,AAR,Industrials,Aerospace & Defense
ARCB,ArcBest Corporation,ArcBest,Industrials,Trucking
LCII,LCI Industries,LCI Industries,Consumer Cyclical,Recreational Vehicles
NWL,Newell Brands Inc.,Newell Brands,Consumer Defensive,Household & Personal Products
CDE,"Coeur Mining, Inc.",Coeur Mining,Basic Materials,Gold
MPW,"Medical Properties Trust, Inc.",Medical Properties Trust,Real Estate,REIT - Healthcare Facilities
BATRK,"Atlanta Braves Holdings, Inc.",Braves Group,Communication Services,Entertainment
ICFI,"ICF International, Inc.",ICF International,Industrials,Consulting Services
BATRA,"Atlanta Braves Holdings, Inc.",Atlanta Braves,Communication Services,Entertainment
MIR,"Mirion Technologies, Inc.",Mirion Technologies,Industrials,Specialty Industrial Machinery
WBTN,WEBTOON Entertainment Inc.,WEBTOON Entertainment,Technology,Software - Application
KSS,Kohl's Corporation,Kohl's,Consumer Cyclical,Department Stores
CCS,"Century Communities, Inc.",Century Communities,Consumer Cyclical,Residential Construction
RELY,"Remitly Global, Inc.",Remitly,Technology,Software - Infrastructure
NEP,"NextEra Energy Partners, LP",NextEra Energy Partners,Utilities,Utilities - Renewable
YELP,Yelp Inc.,Yelp,Communication Services,Internet Content & Information
ENOV,Enovis Corporation,Enovis,Industrials,Specialty Industrial Machinery
UEC,Uranium Energy Corp.,Uranium Energy,Energy,Uranium
TRIP,"Tripadvisor, Inc.",TripAdvisor,Consumer Cyclical,Travel Services
AGL,"agilon health, inc.",Agilon Health,Healthcare,Medical Care Facilities
DBRG,"DigitalBridge Group, Inc.",DigitalBridge Group,Real Estate,Real Estate Services
ZD,"Ziff Davis, Inc.",Ziff Davis,Communication Services,Advertising Agencies
SPB,"Spectrum Brands Holdings, Inc.",Spectrum Brands,Consumer Defensive,Household & Personal Products
NMRK,"Newmark Group, Inc.",Newmark,Real Estate,Real Estate Services
PSMT,"PriceSmart, Inc.",PriceSmart,Consumer Defensive,Discount Stores
LION,Lionsgate Studios Corp.,Lionsgate Studios,,
AGIO,"Agios Pharmaceuticals, Inc.",Agios Pharmaceuticals,Healthcare,Biotechnology
CBU,"Community Financial System, Inc.",Community Bank System,Financial Services,Banks - Regional
EBC,"Eastern Bankshares, Inc.",Eastern Bankshares,Financial Services,Banks - Regional
TRN,"Trinity Industries, Inc.",Trinity Industries,Industrials,Railroads
OII,"Oceaneering International, Inc.",Oceaneering International,Energy,Oil & Gas Equipment & Services
BWIN,"The Baldwin Insurance Group, Inc.",The Baldwin Insurance Group,Financial Services,Insurance Brokers
RKLB,"Rocket Lab USA, Inc.",Rocket Lab,Industrials,Aerospace & Defense
GRBK,"Green Brick Partners, Inc.",Green Brick Partners,Consumer Cyclical,Residential Construction
PATK,"Patrick Industries, Inc.",Patrick Industries,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CWK,Cushman & Wakefield plc,Cushman &amp; Wakefield,Real Estate,Real Estate Services
OUT,OUTFRONT Media Inc.,Outfront Media,Real Estate,REIT - Specialty
PAY,"Paymentus Holdings, Inc.",Paymentus,Technology,Software - Infrastructure
PRGS,Progress Software Corporation,Progress Software,Technology,Software - Infrastructure
SNEX,StoneX Group Inc.,StoneX Group,Financial Services,Capital Markets
ATMU,Atmus Filtration Technologies Inc.,Atmus Filtration Technologies,Industrials,Pollution & Treatment Controls
AMBA,"Ambarella, Inc.",Ambarella,Technology,Semiconductor Equipment & Materials
PTCT,"PTC Therapeutics, Inc.",PTC Therapeutics,Healthcare,Biotechnology
LIF,"Life360, Inc.",Life360,Technology,Software - Application
CPK,Chesapeake Utilities Corporation,Chesapeake Utilities,Utilities,Utilities - Regulated Gas
TGNA,TEGNA Inc.,Tegna,Communication Services,Broadcasting
OSIS,"OSI Systems, Inc.",OSI Systems,Technology,Electronic Components
TDS,"Telephone and Data Systems, Inc.",Telephone and Data Systems,Communication Services,Telecom Services
CLDX,"Celldex Therapeutics, Inc.",Celldex Therapeutics,Healthcare,Biotechnology
WLY,"John Wiley & Sons, Inc.",John Wiley &amp; Sons,Communication Services,Publishing
CVBF,CVB Financial Corp.,CVB Financial,Financial Services,Banks - Regional
UCTT,"Ultra Clean Holdings, Inc.",UCT (Ultra Clean Holdings),Technology,Semiconductor Equipment & Materials
MP,MP Materials Corp.,MP Materials,Basic Materials,Other Industrial Metals & Mining
FA,First Advantage Corporation,First Advantage,Industrials,Specialty Business Services
UE,Urban Edge Properties,Urban Edge Properties,Real Estate,REIT - Retail
GSAT,"Globalstar, Inc.",Globalstar,Communication Services,Telecom Services
PSEC,Prospect Capital Corporation,Prospect Capital,Financial Services,Asset Management
DFH,"Dream Finders Homes, Inc.",Dream Finders Homes,Consumer Cyclical,Residential Construction
EVH,"Evolent Health, Inc.",Evolent Health,Healthcare,Health Information Services
PYCR,"Paycor HCM, Inc.",Paycor,Technology,Software - Application
CERT,"Certara, Inc.",Certara,Healthcare,Health Information Services
FCPT,"Four Corners Property Trust, Inc.",Four Corners Property Trust,Real Estate,REIT - Retail
KGS,"Kodiak Gas Services, Inc.",Kodiak Gas Services,Energy,Oil & Gas Equipment & Services
PRK,Park National Corporation,Park National Corp,Financial Services,Banks - Regional
IART,Integra LifeSciences Holdings Corporation,Integra LifeSciences,Healthcare,Medical Devices
WAFD,"WaFd, Inc.",WaFd Bank,Financial Services,Banks - Regional
VCEL,Vericel Corporation,Vericel,Healthcare,Biotechnology
LAUR,"Laureate Education, Inc.",Laureate Education,Consumer Defensive,Education & Training Services
AZZ,AZZ Inc.,AZZ,Industrials,Specialty Business Services
CALX,"Calix, Inc.",Calix,Technology,Software - Infrastructure
MYGN,"Myriad Genetics, Inc.",Myriad Genetics,Healthcare,Diagnostics & Research
UFPT,"UFP Technologies, Inc.",UFP Technologies,Healthcare,Medical Devices
CRI,"Carter's, Inc.",Carter's,Consumer Cyclical,Apparel Retail
APPN,Appian Corporation,Appian,Technology,Software - Infrastructure
TXG,"10x Genomics, Inc.",10x Genomics,Healthcare,Health Information Services
CENT,Central Garden & Pet Company,Central Garden &amp; Pet,Consumer Defensive,Packaged Foods
RXST,"RxSight, Inc.",RxSight,Healthcare,Medical Devices
BOH,Bank of Hawaii Corporation,Bank of Hawaii,Financial Services,Banks - Regional
WERN,"Werner Enterprises, Inc.",Werner Enterprises,Industrials,Trucking
BFH,"Bread Financial Holdings, Inc.",Bread Financial,Financial Services,Credit Services
WOR,"Worthington Enterprises, Inc.",Worthington Enterprises,Industrials,Metal Fabrication
MYRG,MYR Group Inc.,MYR Group,Industrials,Engineering & Construction
ARHS,"Arhaus, Inc.",Arhaus,Consumer Cyclical,Home Improvement Retail
ROG,Rogers Corporation,Rogers Corporation,Technology,Electronic Components
DCPH,"Deciphera Pharmaceuticals, Inc.",Deciphera Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic
STAA,STAAR Surgical Company,STAAR Surgical,Healthcare,Medical Instruments & Supplies
MTRN,Materion Corporation,Materion,Basic Materials,Other Industrial Metals & Mining
GO,Grocery Outlet Holding Corp.,Grocery Outlet,Consumer Defensive,Grocery Stores
NTLA,"Intellia Therapeutics, Inc.",Intellia Therapeutics,Healthcare,Biotechnology
FL,"Foot Locker, Inc.",Foot Locker,Consumer Cyclical,Apparel Retail
MCW,"Mister Car Wash, Inc.",Mister Car Wash,Consumer Cyclical,Personal Services
JAMF,Jamf Holding Corp.,Jamf,Technology,Software - Application
DRVN,Driven Brands Holdings Inc.,Driven Brands,Consumer Cyclical,Auto & Truck Dealerships
BRP,"The Baldwin Insurance Group, Inc.",BRP Group,Financial Services,Insurance Brokers
VSTO,Vista Outdoor Inc.,Vista Outdoor,Consumer Cyclical,Leisure
GPCR,Structure Therapeutics Inc.,Structure Therapeutics,Healthcare,Biotechnology
GSHD,"Goosehead Insurance, Inc",Goosehead Insurance,Financial Services,Insurance - Diversified
TR,"Tootsie Roll Industries, Inc.",Tootsie Roll Industries,Consumer Defensive,Confectioners
BANC,"Banc of California, Inc.",Banc of California,Financial Services,Banks - Regional
APGE,"Apogee Therapeutics, Inc.",Apogee Therapeutics,Healthcare,Biotechnology
TALO,Talos Energy Inc.,Talos Energy,Energy,Oil & Gas E&P
BKU,"BankUnited, Inc.",BankUnited,Financial Services,Banks - Regional
SFNC,Simmons First National Corporation,Simmons First National,Financial Services,Banks - Regional
SMTC,Semtech Corporation,Semtech,Technology,Semiconductors
ADUS,Addus HomeCare Corporation,Addus HomeCare,Healthcare,Medical Care Facilities
VZIO,VIZIO Holding Corp.,VIZIO,Technology,Consumer Electronics
RAMP,"LiveRamp Holdings, Inc.",LiveRamp,Technology,Software - Infrastructure
CGON,"CG Oncology, Inc.",CG Oncology,Healthcare,Biotechnology
BOWL,Bowlero Corp.,Bowlero,Consumer Cyclical,Leisure
